==22360== NVPROF is profiling process 22360, command: /home/beatbat/.conda/envs/py37/bin/python -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=35, pipe_handle=98) --multiprocessing-fork
==22360== Profiling application: /home/beatbat/.conda/envs/py37/bin/python -c from multiprocessing.spawn import spawn_main; spawn_main(tracker_fd=35, pipe_handle=98) --multiprocessing-fork
==22360== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
66.9347s  162.02us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        27  sgemm_sm35_ldg_nt_64x16x64x16x16 [106195]
66.9347s  132.42us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        28  sgemm_sm35_ldg_nt_64x16x64x16x16 [106212]
66.9348s  123.20us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        29  sgemm_sm35_ldg_nt_64x16x64x16x16 [106229]
66.9348s  133.44us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        30  sgemm_sm35_ldg_nt_64x16x64x16x16 [106246]
66.9348s  137.06us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        31  sgemm_sm35_ldg_nt_64x16x64x16x16 [106263]
66.9348s  136.29us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        33  sgemm_sm35_ldg_nt_64x16x64x16x16 [106297]
66.9349s  135.49us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        32  sgemm_sm35_ldg_nt_64x16x64x16x16 [106280]
66.9349s  136.67us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        26  sgemm_sm35_ldg_nt_64x16x64x16x16 [106314]
66.9349s  129.41us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        27  sgemm_sm35_ldg_nt_64x16x64x16x16 [106331]
66.9350s  126.66us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        28  sgemm_sm35_ldg_nt_64x16x64x16x16 [106348]
66.9350s  141.67us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        29  sgemm_sm35_ldg_nt_64x16x64x16x16 [106365]
66.9350s  115.75us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        30  sgemm_sm35_ldg_nt_64x16x64x16x16 [106382]
66.9350s  130.21us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        31  sgemm_sm35_ldg_nt_64x16x64x16x16 [106399]
66.9351s  134.43us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        33  sgemm_sm35_ldg_nt_64x16x64x16x16 [106433]
66.9351s  128.83us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        32  sgemm_sm35_ldg_nt_64x16x64x16x16 [106416]
66.9351s  146.50us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        26  sgemm_sm35_ldg_nt_64x16x64x16x16 [106450]
66.9352s  144.55us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        27  sgemm_sm35_ldg_nt_64x16x64x16x16 [106467]
66.9352s  123.01us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        28  sgemm_sm35_ldg_nt_64x16x64x16x16 [106484]
66.9352s  149.12us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        29  sgemm_sm35_ldg_nt_64x16x64x16x16 [106501]
66.9353s  109.12us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        30  sgemm_sm35_ldg_nt_64x16x64x16x16 [106518]
66.9353s  124.61us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        31  sgemm_sm35_ldg_nt_64x16x64x16x16 [106535]
66.9353s  126.95us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        33  sgemm_sm35_ldg_nt_64x16x64x16x16 [106569]
66.9354s  112.90us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        32  sgemm_sm35_ldg_nt_64x16x64x16x16 [106552]
66.9354s  144.90us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        26  sgemm_sm35_ldg_nt_64x16x64x16x16 [106586]
66.9354s  107.87us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        27  sgemm_sm35_ldg_nt_64x16x64x16x16 [106603]
66.9355s  109.35us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        28  sgemm_sm35_ldg_nt_64x16x64x16x16 [106620]
66.9355s  94.241us              (4 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        29  sgemm_sm35_ldg_nt_64x16x64x16x16 [106637]
66.9356s  67.745us             (8 32 1)        (32 8 1)        62  9.0000KB        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::winograd_nonfused::winogradWgradOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradWgradOutputParams<float, float>) [106657]
66.9357s  61.665us            (256 1 1)       (128 1 1)         9      512B        0B         -           -           -           -   Tesla K40c (0)         1         7  void calc_bias_diff<int=2, float, float, int=128, int=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, float, float, int) [106677]
66.9358s  37.345us           (1152 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [106686]
66.9359s  2.4000us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [106694]
66.9359s  104.32us           (3136 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_EEvS5_RKS6_EUliE_EEviT1_ [106710]
66.9360s  272.45us            (256 1 1)       (512 1 1)        31      400B        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1>(float, cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1>, cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1>, cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1>, cudnnTensorStruct, float const *, float, float const , float, cudnnTensorStruct*, cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1> const *, cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1>*, cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1> const *, cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1> const , cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1> const , cudnn::detail::bn_bw_1C11_kernel_new<float, float, float2, int=512, bool=1, int=1>) [106749]
66.9363s  2.4320us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [106757]
66.9363s  2.2080us              (1 1 1)       (512 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  _ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_ [106765]
66.9364s  20.224us           (3136 1 1)       (256 1 1)         8        0B        0B         -           -           -           -   Tesla K40c (0)         1         7  void scalePackedTensor_kernel<float, float>(cudnnTensor4dStruct, float*, float) [106788]
66.9364s  2.5277ms            (18 25 2)        (8 32 1)       123  12.020KB        0B         -           -           -           -   Tesla K40c (0)         1         7  cudnn_dgrad_sm35_ldg_nt_64x16x128x8x32 [106806]
66.9389s  89.121us            (112 2 1)       (256 1 1)        56  24.125KB        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::winograd_nonfused::winogradWgradData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [106825]
66.9391s  108.35us            (224 2 1)       (256 1 1)        56  16.500KB        0B         -           -           -           -   Tesla K40c (0)         1         7  void cudnn::winograd_nonfused::winogradWgradDelta4x4<float, float>(cudnn::winograd_nonfused::WinogradDeltaParams<float, float>) [106828]
66.9392s  115.75us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        26  sgemm_sm35_ldg_nt_64x16x64x16x16 [106854]
66.9392s  71.457us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        27  sgemm_sm35_ldg_nt_64x16x64x16x16 [106871]
66.9392s  105.09us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        28  sgemm_sm35_ldg_nt_64x16x64x16x16 [106888]
66.9392s  119.59us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        29  sgemm_sm35_ldg_nt_64x16x64x16x16 [106905]
66.9392s  118.66us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        30  sgemm_sm35_ldg_nt_64x16x64x16x16 [106922]
66.9392s  123.55us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        31  sgemm_sm35_ldg_nt_64x16x64x16x16 [106939]
66.9392s  101.31us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        33  sgemm_sm35_ldg_nt_64x16x64x16x16 [106973]
66.9392s  99.522us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        32  sgemm_sm35_ldg_nt_64x16x64x16x16 [106956]
66.9393s  96.641us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        27  sgemm_sm35_ldg_nt_64x16x64x16x16 [107007]
66.9393s  109.06us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        26  sgemm_sm35_ldg_nt_64x16x64x16x16 [106990]
66.9393s  84.417us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        28  sgemm_sm35_ldg_nt_64x16x64x16x16 [107024]
66.9393s  104.03us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        29  sgemm_sm35_ldg_nt_64x16x64x16x16 [107041]
66.9393s  108.32us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        30  sgemm_sm35_ldg_nt_64x16x64x16x16 [107058]
66.9394s  120.48us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        31  sgemm_sm35_ldg_nt_64x16x64x16x16 [107075]
66.9394s  115.97us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        33  sgemm_sm35_ldg_nt_64x16x64x16x16 [107109]
66.9394s  103.43us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        32  sgemm_sm35_ldg_nt_64x16x64x16x16 [107092]
66.9394s  85.153us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        27  sgemm_sm35_ldg_nt_64x16x64x16x16 [107143]
66.9394s  69.345us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        28  sgemm_sm35_ldg_nt_64x16x64x16x16 [107160]
66.9395s  103.14us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        26  sgemm_sm35_ldg_nt_64x16x64x16x16 [107126]
66.9395s  88.961us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        29  sgemm_sm35_ldg_nt_64x16x64x16x16 [107177]
66.9395s  103.87us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        30  sgemm_sm35_ldg_nt_64x16x64x16x16 [107194]
66.9395s  112.35us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        31  sgemm_sm35_ldg_nt_64x16x64x16x16 [107211]
66.9395s  109.44us              (2 4 1)       (16 16 1)        71  8.0195KB        0B         -           -           -           -   Tesla K40c (0)         1        33  sgemm_sm35_ldg_nt_64x16x64x16x16 [107245]
